id,date,method,pathname,status,timestamp,level,event_message,log_type,log_count,logs,auth_user
08a2374f-6356-4567-81a0-628960e21996,"""2026-09-22T11:46:11.419Z""",,,42601,2026-09-22T11:46:11.419000,error,"syntax error at or near """"use client""""",postgres,null,[],null
5407a7b6-b911-49a7-9dce-74b6dbb0388b,"""2026-09-22T11:46:00.081Z""",,,00000,2026-09-22T11:46:00.081000,success,"AUDIT: SESSION,1,2,WRITE,UPDATE,TABLE,public._mv_refresh_log,""UPDATE public._mv_refresh_log
    SET last_refresh_at = now(),
        refresh_count   = refresh_count + 1,
        duration_ms     = (EXTRACT(EPOCH FROM (clock_timestamp() - v_t0)) * 1000)::int,
        row_count       = v_rows
    WHERE mv_name = 'mv_consultant_directory'"",<not logged>",postgres,null,[],null
54682492-ade4-4de6-9ad7-da0b7c523662,"""2026-09-22T11:46:00.079Z""",,,00000,2026-09-22T11:46:00.079000,success,"AUDIT: SESSION,1,1,DDL,REFRESH MATERIALIZED VIEW,MATERIALIZED VIEW,public.mv_consultant_directory,""REFRESH MATERIALIZED VIEW public.""""mv_consultant_directory"""""",<not logged>",postgres,null,[],null
bde2d71c-88f1-4b5e-bfae-c4dd604ff0e2,"""2026-09-22T11:46:00.055Z""",,,00000,2026-09-22T11:46:00.055000,success,"AUDIT: SESSION,1,1,WRITE,UPDATE,TABLE,""public.""""User"""""",""UPDATE public.""""User""""
  SET """"is_online"""" = false, """"updatedAt"""" = now()
  WHERE """"is_online"""" = true
    AND (""""lastSeenAt"""" IS NULL
         OR """"lastSeenAt"""" < now() - (p_stale_after_seconds || ' seconds')::interval)"",<not logged>",postgres,null,[],null
1cb3bc1f-20ff-4457-a5db-b10b50f23137,"""2026-09-22T11:46:00.021Z""",,,00000,2026-09-22T11:46:00.021000,success,"cron job 3 starting:  SELECT public.refresh_consultant_directory(); ",postgres,null,[],null
fca6b0ae-4037-4263-938c-2c9904261b26,"""2026-09-22T11:46:00.004Z""",,,00000,2026-09-22T11:46:00.004000,success,cron job 1 starting: SELECT public.cleanup_stale_online_users(120);,postgres,null,[],null
6ed5f46f-944e-4936-a8df-d7f751079ec7,"""2026-09-22T11:45:53.460Z""",,,00000,2026-09-22T11:45:53.460000,success,"statement: REVOKE ALL ON FUNCTION public.user_is_in_conversation(uuid) FROM anon, PUBLIC;
GRANT EXECUTE ON FUNCTION public.user_is_in_conversation(uuid) TO authenticated;

-- source: dashboard
-- user: session:aa443cac-338e-47d7-b033-c4dd1eaffa8a
-- date: 2026-09-22T11:45:53.435Z",postgres,null,[],null
afe51aeb-f570-4bfc-a19f-a53283b7eebd,"""2026-09-22T11:45:15.780Z""",POST,/admin/v1/network-bans/retrieve,200,2026-09-22T11:45:15.780000,success,POST | 200 | https://zyrunsnweznyrhuroduo.supabase.co/admin/v1/network-bans/retrieve | @supabase-infra/mgmt-api/v1.340.0,edge,null,[],null
f6397991-2f52-43d8-bfe7-7b4aefe11a49,"""2026-09-22T11:45:15.544Z""",,,00000,2026-09-22T11:45:15.544000,success,"AUDIT: SESSION,9,1,DDL,CREATE POLICY,POLICY,""message_participant_send on public.""""Message"""""",""CREATE POLICY message_participant_send ON public.""""Message""""
  FOR INSERT TO authenticated
  WITH CHECK (
    """"senderId"""" = (SELECT auth.uid())
    AND public.user_is_in_conversation(""""Message"""".""""conversationId"""")
  )"",<not logged>",postgres,null,[],null
122d34f2-0d6c-437c-9f88-f6eec9a94ae3,"""2026-09-22T11:45:15.544Z""",,,00000,2026-09-22T11:45:15.544000,success,"AUDIT: SESSION,8,1,DDL,CREATE POLICY,POLICY,""message_participant_read on public.""""Message"""""",""CREATE POLICY message_participant_read ON public.""""Message""""
  FOR SELECT TO authenticated
  USING (public.user_is_in_conversation(""""Message"""".""""conversationId""""))"",<not logged>",postgres,null,[],null
c020b293-a77c-46b0-b849-29927175b5de,"""2026-09-22T11:45:15.538Z""",,,00000,2026-09-22T11:45:15.538000,success,"AUDIT: SESSION,7,1,DDL,CREATE POLICY,POLICY,""participant_self_read on public.""""ConversationParticipant"""""",""CREATE POLICY participant_self_read ON public.""""ConversationParticipant""""
  FOR SELECT TO authenticated
  USING (
    """"userId"""" = (SELECT auth.uid())
    OR public.user_is_in_conversation(""""ConversationParticipant"""".""""conversationId"""")
  )"",<not logged>",postgres,null,[],null
f50322dc-3793-4fac-9dd8-57bbde2baa84,"""2026-09-22T11:45:15.536Z""",,,00000,2026-09-22T11:45:15.536000,success,"AUDIT: SESSION,6,1,DDL,CREATE POLICY,POLICY,""conversation_participant_read on public.""""Conversation"""""",""CREATE POLICY conversation_participant_read ON public.""""Conversation""""
  FOR SELECT TO authenticated
  USING (public.user_is_in_conversation(""""Conversation"""".id))"",<not logged>",postgres,null,[],null
